"num","year","emp","wage","wage2","cap","n","w","w2","filler","rec","yearm1","id"
"38","1978","0.762000024318695","20.93869972229","","0.149900004267693","-0.271808683872223","3.04159903526306","2.43327922821045","","38","1977","6"
"39","1979","0.728999972343445","21.7625999450684","","0.145799994468689","-0.316081583499908","3.08019280433655","2.46415424346924","","39","1978","6"
"40","1980","0.731000006198883","23.4706993103027","","0.146799996495247","-0.313341796398163","3.15575289726257","2.52460231781006","","40","1979","6"
"41","1981","0.778999984264374","24.1252002716064","","0.141200006008148","-0.24974425137043","3.18325686454773","2.54660549163818","","41","1980","6"
"42","1982","0.782000005245209","25.2064990997314","","0.12610000371933","-0.245900526642799","3.22710180282593","2.58168144226074","","42","1981","6"
"43","1976","1.60000002384186","30.8512992858887","","0.993399977684021","0.470003634691238","3.42917895317078","2.74334316253662","","43","1982","7"
"44","1977","1.64999997615814","28.5550003051758","","0.933000028133392","0.500775277614594","3.35183215141296","2.68146572113037","","44","1976","7"
"45","1978","1.67999994754791","29.860200881958","","0.964999973773956","0.518793761730194","3.3965265750885","2.7172212600708","","45","1977","7"
"46","1979","1.67999994754791","30.5893993377686","","0.96289998292923","0.518793761730194","3.42065358161926","2.73652286529541","","46","1978","7"
"47","1980","1.6599999666214","27.4885997772217","","0.922399997711182","0.506817579269409","3.31377124786377","2.65101699829102","","47","1979","7"
"48","1981","1.55999994277954","31.4867992401123","","0.999199986457825","0.444685786962509","3.44956827163696","2.75965461730957","","48","1980","7"
"49","1982","1.53999996185303","32.0727996826172","","0.880200028419495","0.431782394647598","3.46800827980042","2.77440662384034","","49","1981","7"
"50","1976","9.14500045776367","30.908899307251","","4.54860019683838","2.21320724487305","3.43104410171509","2.74483528137207","","50","1982","8"
"51","1977","10.8549995422363","24.4678993225098","","4.61940002441406","2.38462567329407","3.19736194610596","2.55788955688477","","51","1976","8"
"52","1978","10.7489995956421","28.0557994842529","","5.03730010986328","2.37481260299683","3.3341953754425","2.667356300354","","52","1977","8"
"53","1979","10.9589996337891","28.744499206543","","4.87480020523071","2.39416098594666","3.3584463596344","2.68675708770752","","53","1978","8"
"54","1980","10.6979999542236","28.4853992462158","","3.22210001945496","2.37005686759949","3.34939169883728","2.67951335906982","","54","1979","8"
"55","1981","8.17399978637695","31.7355995178223","","2.83430004119873","2.10095834732056","3.45743894577026","2.76595115661621","","55","1980","8"
"56","1982","4.70100021362305","29.8962993621826","","1.75059998035431","1.54777526855469","3.39773464202881","2.71818771362305","","56","1981","8"
"57","1976","2.00600004196167","26.0825004577637","","0.382400006055832","0.696142733097076","3.26126456260681","2.60901165008545","","57","1982","9"
"58","1977","2.65599989891052","21.9545001983643","","0.455099999904633","0.976821184158325","3.0889720916748","2.47117767333984","","58","1976","9"
"59","1978","2.71199989318848","22.8099994659424","","0.452899992465973","0.997686326503754","3.12719893455505","2.50175914764404","","59","1977","9"
"60","1979","2.74399995803833","23.3719997406006","","0.452399998903275","1.00941669940948","3.15153861045837","2.5212308883667","","60","1978","9"
"61","1980","2.75699996948242","23.0736999511719","","0.467599987983704","1.01414310932159","3.13869333267212","2.5109546661377","","61","1979","9"
"62","1981","2.84899997711182","24.3043994903564","","0.481000006198883","1.04696810245514","3.19065737724304","2.55252590179443","","62","1980","9"
"63","1982","2.75200009346008","26.8983993530273","","0.475300014019012","1.0123279094696","3.29206681251526","2.63365345001221","","63","1981","9"
"64","1976","3.82299995422363","23.3533000946045","","1.12929999828339","1.34103548526764","3.15073823928833","2.52059059143066","","64","1982","10"
"65","1977","3.93499994277954","21.3250999450684","","1.01429998874664","1.36991083621979","3.05988478660583","2.44790782928466","","65","1976","10"
"66","1978","3.52800011634827","20.9319000244141","","1.1168999671936","1.26073122024536","3.04127430915833","2.43301944732666","","66","1977","10"
"67","1979","3.51999998092651","20.4535999298096","","1.16260004043579","1.25846099853516","3.01815891265869","2.41452713012695","","67","1978","10"
"68","1980","3.46700000762939","23.4946002960205","","1.08270001411438","1.24328970909119","3.15677070617676","2.52541656494141","","68","1979","10"
"69","1981","3.08999991416931","25.9552993774414","","1.06359994411469","1.12817108631134","3.25637578964233","2.60510063171386","","69","1980","10"
"70","1982","3.26200008392334","26.0361003875732","","1.0958000421524","1.18234050273895","3.25948405265808","2.60758724212646","","70","1981","10"
"71","1976","1.35899996757507","23.0613994598389","","0.409900009632111","0.306749105453491","3.13816022872925","2.5105281829834","","71","1982","11"
"72","1977","1.34599995613098","20.2275009155273","","0.574100017547607","0.297137200832367","3.00704312324524","2.40563449859619","","72","1976","11"
"73","1978","1.33800005912781","22.1434993743896","","0.556299984455109","0.291175991296768","3.09754395484924","2.47803516387939","","73","1977","11"
"74","1979","1.35300004482269","22.5496006011963","","0.514500021934509","0.302324384450912","3.11571741104126","2.49257392883301","","74","1978","11"
"75","1980","1.26400005817413","22.5874996185303","","0.58950001001358","0.234281346201897","3.11739659309387","2.4939172744751","","75","1979","11"
"76","1981","1.15799999237061","25.9584999084473","","0.484699994325638","0.146694377064705","3.25649905204773","2.60519924163818","","76","1980","11"
"77","1982","1.17499995231628","24.0345001220703","","0.435900002717972","0.161268100142479","3.17949032783508","2.54359226226806","","77","1981","11"
"78","1976","1.77999997138977","34.2990989685059","","0.256900012493134","0.576613366603851","3.53511905670166","2.82809524536133","","78","1982","12"
"79","1977","1.64300000667572","30.3978996276855","","0.20720000565052","0.496523857116699","3.41437339782715","2.73149871826172","","79","1976","12"
"80","1978","1.38999998569489","31.1431007385254","","0.19990000128746","0.329303741455078","3.43859267234802","2.75087413787842","","80","1977","12"
"81","1979","1.35000002384186","33.3105010986328","","0.200699999928474","0.30010461807251","3.50587272644043","2.80469818115234","","81","1978","12"
"82","1980","1.08200001716614","30.2147006988525","","0.147300004959106","0.0788111984729767","3.40832853317261","2.72666282653809","","82","1979","12"
"83","1981","0.779999971389771","29.7413997650146","","0.115800000727177","-0.24846139550209","3.39253997802734","2.71403198242187","","83","1980","12"
"84","1982","0.680000007152557","31.1235008239746","","0.10360000282526","-0.385662466287613","3.43796324729919","2.75037059783935","","84","1981","12"
"85","1976","2.3529999256134","22.38330078125","","0.578499972820282","0.855691075325012","3.10831522941589","2.48665218353271","","85","1982","13"
"86","1977","2.38599991798401","23.0606994628906","","0.561299979686737","0.86961829662323","3.1381299495697","2.51050395965576","","86","1976","13"
"87","1978","2.375","23.4930992126465","","0.527300000190735","0.864997446537018","3.15670680999756","2.52536544799805","","87","1977","13"
"88","1979","2.41499996185303","26.0041999816895","","0.51800000667572","0.88169926404953","3.25825810432434","2.60660648345947","","88","1978","13"
"89","1980","2.26600003242493","24.1671009063721","","0.460799992084503","0.818016171455383","3.18499231338501","2.54799385070801","","89","1979","13"
"90","1981","1.77699995040894","26.057300567627","","0.375","0.574926495552063","3.26029801368713","2.6082384109497","","90","1980","13"
"91","1982","1.53699994087219","28.7063999176025","","0.31470000743866","0.429832428693771","3.35712003707886","2.68569602966309","","91","1981","13"
"92","1978","3.16499996185303","20.9113006591797","","0.390199989080429","1.15215301513672","3.04028964042664","2.43223171234131","","92","1982","14"
"93","1979","3.09599995613098","21.8887004852295","","0.431100010871887","1.1301109790802","3.0859706401825","2.468776512146","","93","1978","14"
"94","1980","2.9909999370575","23.701000213623","","0.422800004482269","1.09560775756836","3.16551733016968","2.53241386413574","","94","1979","14"
"95","1981","2.69199991226196","21.3924999237061","","0.381000012159348","0.990284383296967","3.06304049491882","2.45043239593506","","95","1980","14"
"96","1982","2.17499995231628","25.5237007141113","","0.305099993944168","0.777028620243073","3.23960757255554","2.59168605804443","","96","1981","14"
"97","1983","1.80099999904633","25.7210998535156","","0.204099997878075","0.588342070579529","3.24731159210205","2.59784927368164","","97","1982","14"
"98","1984","1.42799997329712","25.6452007293701","","0.168500006198883","0.356274843215942","3.24435639381409","2.59548511505127","","98","1983","14"
"99","1977","7.21999979019165","22.5897998809814","","1.84979999065399","1.97685492038727","3.11749839782715","2.49399871826172","","99","1984","15"
"100","1978","7.32100009918213","22.0548992156982","","1.92149996757507","1.99074697494507","3.09353470802307","2.47482776641846","","100","1977","15"
"101","1979","7.09700012207031","22.2901992797852","","2.18549990653992","1.95967221260071","3.10414719581604","2.48331775665283","","101","1978","15"
"102","1980","7.20100021362305","20.6807994842529","","2.43449997901917","1.97421991825104","3.02920579910278","2.42336463928222","","102","1979","15"
"103","1981","6.60200023651123","21.6151008605957","","2.12549996376038","1.88737261295319","3.07339215278625","2.458713722229","","103","1980","15"
"104","1982","5.31099987030029","23.1550998687744","","1.55939996242523","1.66978013515472","3.14221501350403","2.51377201080322","","104","1981","15"
"105","1983","5.39400005340576","25.0998992919922","","1.35759997367859","1.68528723716736","3.2228639125824","2.57829113006592","","105","1982","15"
"106","1976","2.75699996948242","29.3516998291016","","0.917500019073486","1.01414310932159","3.37935042381287","2.7034803390503","","106","1983","16"
"107","1977","2.63199996948242","27.0685997009277","","0.861299991607666","0.967743992805481","3.29837441444397","2.63869953155518","","107","1976","16"
"108","1978","2.6470000743866","27.2751998901367","","0.851899981498718","0.973426938056946","3.3059778213501","2.64478225708008","","108","1977","16"
"109","1979","2.68700003623962","26.6443996429443","","0.527700006961823","0.988425314426422","3.28257894515991","2.62606315612793","","109","1978","16"
"110","1980","2.41700005531311","25.3591003417969","","0.526199996471405","0.882527112960815","3.23313760757446","2.58651008605957","","110","1979","16"
"111","1981","2.21799993515015","25.273099899292","","0.565999984741211","0.796605885028839","3.22974061965942","2.58379249572754","","111","1980","16"
"112","1982","2.10599994659424","27.4445991516113","","0.51120001077652","0.744790375232697","3.31216931343079","2.64973545074463","","112","1981","16"
"113","1977","1.0900000333786","23.9351997375488","","0.128199994564056","0.0861777290701866","3.17535018920898","2.54028015136718","","113","1982","17"
"114","1978","1.14400005340576","22.613899230957","","0.139300003647804","0.134530946612358","3.11856484413147","2.49485187530518","","114","1977","17"
"115","1979","1.19500005245209","23.080099105835","","0.179499998688698","0.178146228194237","3.13897085189819","2.51117668151855","","115","1978","17"
"116","1980","1.25899994373322","25.0345993041992","","0.18350000679493","0.230317711830139","3.22025895118713","2.5762071609497","","116","1979","17"
"117","1981","1.31900000572205","24.2586994171143","","0.173099994659424","0.276873886585236","3.18877530097961","2.55102024078369","","117","1980","17"
"118","1982","1.18799996376038","28.4659004211426","","0.147100001573563","0.172271192073822","3.3487069606781","2.67896556854248","","118","1981","17"
"119","1983","1.16299998760223","29.459400177002","","0.124600000679493","0.151002869009972","3.38301301002502","2.70641040802002","","119","1982","17"
"120","1977","7.40700006484985","29.968900680542","","1.16939997673035","2.0024254322052","3.40016031265259","2.72012825012207","","120","1983","18"
"121","1978","7.39200019836426","26.261100769043","","1.26429998874664","2.00039839744568","3.26808881759644","2.61447105407715","","121","1977","18"
"122","1979","7.19799995422363","25.752799987793","","1.353600025177","1.97380316257477","3.24854326248169","2.59883460998535","","122","1978","18"
"123","1980","6.87200021743774","24.3197994232178","","1.56719994544983","1.92745518684387","3.19129085540771","2.55303268432617","","123","1979","18"
"124","1981","6.13100004196167","24.3180999755859","","1.3429000377655","1.81335783004761","3.19122099876404","2.55297679901123","","124","1980","18"
"125","1982","5.78499984741211","26.5473003387451","","1.13849997520447","1.75526833534241","3.27892804145813","2.6231424331665","","125","1981","18"
"126","1983","5.48699998855591","26.5930004119873","","0.960300028324127","1.70238161087036","3.28064799308777","2.62451839447022","","126","1982","18"
"127","1976","23.5310001373291","34.0204010009766","","5.47620010375977","3.15831875801086","3.5269603729248","2.82156829833984","","127","1983","19"
"128","1977","22.5209999084473","30.3190994262695","","5.06559991836548","3.1144483089447","3.41177797317505","2.72942237854004","","128","1976","19"
"129","1978","21.8659992218018","29.1919994354248","","5.09759998321533","3.08493280410767","3.37389469146729","2.69911575317383","","129","1977","19"
"130","1979","21.0669994354248","28.6364994049072","","5.71960020065308","3.0477077960968","3.35468220710754","2.68374576568603","","130","1978","19"
"131","1980","19.238000869751","29.7143993377686","","4.99720001220703","2.9568874835968","3.39163184165955","2.71330547332764","","131","1979","19"
"132","1981","16.2479991912842","31.3374996185303","","4.66389989852905","2.78796982765198","3.44481539726257","2.75585231781006","","132","1980","19"
"133","1982","14.9280004501343","33.8527984619141","","4.14289999008179","2.70323872566223","3.52202177047729","2.81761741638183","","133","1981","19"
"134","1977","1.05299997329712","28.0450000762939","","0.138600006699562","0.0516432076692581","3.33381032943726","2.66704826354981","","134","1982","20"
"135","1978","1.11699998378754","26.5631999969482","","0.160600006580353","0.11064650863409","3.27952671051025","2.6236213684082","","135","1977","20"
"136","1979","1.125","25.6042003631592","","0.16949999332428","0.117783032357693","3.24275636672974","2.59420509338379","","136","1978","20"
"137","1980","1.03999996185303","25.660400390625","","0.240099996328354","0.0392206758260727","3.24494886398315","2.59595909118652","","137","1979","20"
"138","1981","0.995000004768372","25.4899997711182","","0.213200002908707","-0.00501253688707948","3.23828625679016","2.59062900543213","","138","1980","20"
"139","1982","0.922999978065491","25.5370006561279","","0.201700001955032","-0.0801260694861412","3.24012851715088","2.5921028137207","","139","1981","20"
"140","1983","0.907999992370605","26.4244003295898","","0.187600001692772","-0.0965109094977379","3.27428793907166","2.61943035125733","","140","1982","20"
"141","1977","1.99100005626678","29.6870002746582","","0.429100006818771","0.68863707780838","3.39070916175842","2.71256732940674","","141","1983","21"
"142","1978","2.6710000038147","28.1284008026123","","0.537800014019012","0.982452929019928","3.33677983283997","2.66942386627198","","142","1977","21"
"143","1979","2.93700003623962","26.5734004974365","","0.569199979305267","1.07738864421844","3.27991080284119","2.62392864227295","","143","1978","21"
"144","1980","3.01500010490417","25.5461006164551","","0.657500028610229","1.10359990596771","3.24048471450806","2.59238777160645","","144","1979","21"
"145","1981","2.70099997520447","25.4197998046875","","0.597199976444244","0.993622064590454","3.23552846908569","2.58842277526855","","145","1980","21"
"146","1982","1.81700003147125","27.2402000427246","","0.493400007486343","0.597186803817749","3.30469393730164","2.64375514984131","","146","1981","21"
"147","1983","1.63100004196167","28.7047004699707","","0.404199987649918","0.489193350076675","3.35706090927124","2.68564872741699","","147","1982","21"
"148","1976","1.39999997615814","28.559700012207","","0.181600004434586","0.33647221326828","3.35199666023254","2.68159732818603","","148","1983","22"
"149","1977","1.45299994945526","25.0014991760254","","0.183400005102158","0.373630344867706","3.21893572807312","2.57514858245849","","149","1976","22"
"150","1978","1.52499997615814","23.4358005523682","","0.181199997663498","0.421994388103485","3.15426468849182","2.52341175079346","","150","1977","22"
"151","1979","1.55900001525879","23.1201992034912","","0.199699997901917","0.444044589996338","3.14070677757263","2.5125654220581","","151","1978","22"
"152","1980","1.54799997806549","23.2600002288818","","0.1858000010252","0.436963766813278","3.14673519134521","2.51738815307617","","152","1979","22"
"153","1981","1.33899998664856","20.0583000183105","","0.151099994778633","0.291923046112061","2.99864292144775","2.3989143371582","","153","1980","22"
"154","1982","1.03100001811981","21.1448993682861","","0.131999999284744","0.030529223382473","3.05139875411987","2.4411190032959","","154","1981","22"
"155","1976","10.5550003051758","32.5069999694824","","1.33050000667572","2.35659980773926","3.4814555644989","2.78516445159912","","155","1982","23"
"156","1977","10.0950002670288","28.9027004241943","","1.35570001602173","2.31204032897949","3.3639349937439","2.69114799499512","","156","1976","23"
"157","1978","8.89999961853027","26.8582992553711","","1.59650003910065","2.1860511302948","3.29057478904724","2.63245983123779","","157","1977","23"
"158","1979","8.53899955749512","27.1606998443604","","1.28849995136261","2.14464378356934","3.30177116394043","2.64141693115234","","158","1978","23"
"159","1980","6.44799995422363","28.3155002593994","","1.1389000415802","1.86377000808716","3.34340929985046","2.67472743988037","","159","1979","23"
"160","1981","5.40500020980835","26.896900177002","","0.878400027751923","1.68732452392578","3.29201102256775","2.6336088180542","","160","1980","23"
"161","1982","4.70900011062622","29.2119007110596","","0.763700008392334","1.54947555065155","3.37457609176636","2.69966087341309","","161","1981","23"
"162","1976","1.67400002479553","27.5897998809814","","0.38629999756813","0.515215992927551","3.31744623184204","2.65395698547363","","162","1982","24"
"163","1977","1.77999997138977","24.638599395752","","0.410400003194809","0.576613366603851","3.20431423187256","2.56345138549805","","163","1976","24"
"164","1978","1.81700003147125","23.638599395752","","0.493600010871887","0.597186803817749","3.16288089752197","2.53030471801758","","164","1977","24"
"165","1979","1.79499995708466","23.5118007659912","","0.490799993276596","0.585004985332489","3.15750241279602","2.52600193023681","","165","1978","24"
"166","1980","1.7150000333786","23.6963005065918","","0.44650000333786","0.539413094520569","3.16531896591187","2.5322551727295","","166","1979","24"
"167","1981","1.29499995708466","22.0785999298096","","0.341199994087219","0.258510649204254","3.09460878372192","2.47568702697754","","167","1980","24"
"168","1982","1.20799994468689","28.113899230957","","0.315699994564056","0.188966050744057","3.33626413345337","2.6690113067627","","168","1981","24"
"169","1976","0.772000014781952","34.4998016357422","","0.061599999666214","-0.258770704269409","3.54095363616943","2.83276290893554","","169","1982","25"
"170","1977","0.787999987602234","30.2070999145508","","0.0636000037193298","-0.238257199525833","3.40807700157166","2.72646160125733","","170","1976","25"
"171","1978","0.819999992847443","29.8638000488281","","0.0703999996185303","-0.198450952768326","3.39664697647095","2.71731758117676","","171","1977","25"
"172","1979","0.820999979972839","28.6674995422363","","0.0957999974489212","-0.197232186794281","3.35576415061951","2.68461132049561","","172","1978","25"
"173","1980","0.828000009059906","27.4258995056152","","0.0842999964952469","-0.188742116093636","3.31148791313171","2.64919033050537","","173","1979","25"
"174","1981","0.810999989509583","23.2423992156982","","0.068000003695488","-0.209487244486809","3.14597821235657","2.51678256988526","","174","1980","25"
"175","1982","0.741999983787537","27.2418003082275","","0.0570000000298023","-0.298406064510345","3.30475258827209","2.64380207061767","","175","1981","25"
"176","1976","3.08599996566772","29.1520004272461","","0.502799987792969","1.12687575817108","3.37252354621887","2.6980188369751","","176","1982","26"
"177","1977","3.30100011825562","26.4332008361816","","0.546199977397919","1.19422543048859","3.27462077140808","2.61969661712646","","177","1976","26"
"178","1978","3.37899994850159","26.1042995452881","","0.603999972343445","1.21757984161377","3.26209998130798","2.60967998504638","","178","1977","26"
"179","1979","3.31900000572205","24.925199508667","","0.558899998664856","1.19966351985931","3.21587920188904","2.57270336151123","","179","1978","26"
"180","1980","3.1340000629425","25.3076992034912","","0.58950001001358","1.14231014251709","3.23110866546631","2.58488693237305","","180","1979","26"
"181","1981","2.71000003814697","26.4594993591309","","0.475499987602234","0.996948659420013","3.27561521530151","2.62049217224121","","181","1980","26"
"182","1982","2.50500011444092","27.2863006591797","","0.543699979782104","0.918288767337799","3.30638480186462","2.6451078414917","","182","1981","26"
"183","1978","6.57499980926514","25.9762001037598","","1.74539995193481","1.8832745552063","3.25718069076538","2.6057445526123","","183","1982","27"
"184","1979","6.3769998550415","25.7280006408691","","1.89709997177124","1.85269773006439","3.24757981300354","2.59806385040283","","184","1978","27"
"185","1980","5.7519998550415","26.0471000671387","","1.67840003967285","1.74954760074615","3.25990653038025","2.6079252243042","","185","1979","27"
"186","1981","4.86999988555908","25.9297008514404","","1.59089994430542","1.58309388160706","3.25538897514343","2.60431118011474","","186","1980","27"
"187","1982","4.40500020980835","27.8164005279541","","1.4753999710083","1.48274028301239","3.32562589645386","2.66050071716309","","187","1981","27"
"188","1983","7.33400011062622","19.286600112915","","1.43900001049042","1.99252104759216","2.95941066741943","2.36752853393554","","188","1982","27"
"189","1984","7.14499998092651","32.0387992858887","","1.40520000457764","1.96641278266907","3.46694755554199","2.77355804443359","","189","1983","27"
"190","1977","0.619000017642975","13.2328996658325","","0.0335999988019466","-0.479649990797043","2.58270621299744","2.06616497039795","","190","1984","28"
"191","1978","0.726000010967255","13.6600999832153","","0.0395000018179417","-0.320205241441727","2.61447906494141","2.09158325195313","","191","1977","28"
"192","1979","0.773000001907349","14.4507999420166","","0.043699998408556","-0.2574762403965","2.67074966430664","2.13659973144531","","192","1978","28"
"193","1980","0.708999991416931","14.4125003814697","","0.0573999993503094","-0.343899756669998","2.66809582710266","2.13447666168213","","193","1979","28"
"194","1981","0.651000022888184","15.0915002822876","","0.0542999990284443","-0.429245591163635","2.71413159370422","2.17130527496338","","194","1980","28"
"195","1982","0.521000027656555","16.3743991851807","","0.0441999994218349","-0.652005195617676","2.79571914672852","2.23657531738282","","195","1981","28"
"196","1983","0.497000008821487","17.1371994018555","","0.0395999997854233","-0.699165225028992","2.84125161170959","2.27300128936767","","196","1982","28"
"197","1977","1.11000001430511","28.0151996612549","","0.124200001358986","0.104360029101372","3.33274722099304","2.66619777679443","","197","1983","29"
"198","1978","1.13900005817413","28.0713996887207","","0.139400005340576","0.130150735378265","3.33475136756897","2.66780109405518","","198","1977","29"
"199","1979","1.19599997997284","28.7446002960205","","0.164900004863739","0.178982645273209","3.35844993591309","2.68675994873047","","199","1978","29"
"200","1980","1.23599994182587","29.1317005157471","","0.159299999475479","0.211880311369896","3.37182688713074","2.69746150970459","","200","1979","29"
"201","1981","1.05400002002716","29.6306991577148","","0.140699997544289","0.0525924675166607","3.38881087303162","2.7110486984253","","201","1980","29"
"202","1982","0.939000010490417","30.7194004058838","","0.137600004673004","-0.0629397854208946","3.42489433288574","2.73991546630859","","202","1981","29"
"203","1983","0.91100001335144","33.2513999938965","","0.140100002288818","-0.093212366104126","3.50409698486328","2.80327758789062","","203","1982","29"
"204","1976","1.12899994850159","31.7723007202148","","0.163800001144409","0.121332243084908","3.45859479904175","2.7668758392334","","204","1983","30"
"205","1977","1.18099999427795","26.8607997894287","","0.173800006508827","0.166361525654793","3.29066801071167","2.63253440856934","","205","1976","30"
"206","1978","1.17599999904633","26.1009006500244","","0.207300007343292","0.162118852138519","3.26196980476379","2.60957584381103","","206","1977","30"
"207","1979","1.18900001049042","27.5408000946045","","0.210500001907349","0.173112630844116","3.31566858291626","2.65253486633301","","207","1978","30"
"208","1980","1.14900004863739","27.2341995239258","","0.212099999189377","0.138892039656639","3.30447340011597","2.64357872009278","","208","1979","30"
"209","1981","0.957000017166138","24.6643009185791","","0.185900002717972","-0.0439518690109253","3.20535683631897","2.56428546905518","","209","1980","30"
"210","1982","0.890999972820282","24.8080997467041","","0.184799998998642","-0.115410879254341","3.2111701965332","2.56893615722656","","210","1981","30"
"211","1976","1.79100000858307","23.3024005889893","","0.17849999666214","0.582774102687836","3.14855647087097","2.51884517669678","","211","1982","31"
"212","1977","1.80499994754791","20.9295997619629","","0.244200006127357","0.590560555458069","3.04116439819336","2.43293151855469","","212","1976","31"
"213","1978","2.06299996376038","21.8553009033203","","0.333499997854233","0.724161207675934","3.08444356918335","2.46755485534668","","213","1977","31"
"214","1979","1.98399996757507","23.475700378418","","0.31810000538826","0.685114979743958","3.15596580505371","2.52477264404297","","214","1978","31"
"215","1980","1.55799996852875","24.919900894165","","0.274500012397766","0.443402916193008","3.21566677093506","2.57253341674805","","215","1979","31"
"216","1981","1.2849999666214","28.0984001159668","","0.248199999332428","0.250758677721024","3.33571267127991","2.66857013702393","","216","1980","31"
"217","1982","1.11099994182587","27.698299407959","","0.175799995660782","0.105260461568832","3.32137107849121","2.65709686279297","","217","1981","31"
